customer_number,offer_acepted,reward,mailer_type,income_level,banks_accounts_open,overdraft_protection,credit_rating,credits_cards_held,homes_owned,household_size,own_home,average_balance
11153,0,2,0,1,1,0,1,3,1,3,1,931.75
11154,0,0,1,2,1,0,1,4,1,4,1,1123.5
11155,0,1,1,1,1,1,1,2,1,4,1,1066.5
11156,0,2,0,1,1,0,1,3,1,3,1,1159.5
11157,0,2,1,2,1,0,2,2,2,5,0,1131.75
11158,0,2,0,2,1,0,2,1,1,3,1,1156.25
11159,0,2,0,0,1,0,2,2,1,3,1,689.25
11160,0,0,0,1,1,0,2,3,1,6,1,1084.5
11161,0,0,1,1,1,1,0,1,1,3,1,1045.5
11162,0,1,1,0,2,0,1,3,2,4,0,1399.25
11163,0,1,0,1,1,0,1,2,2,4,1,1368.25
11164,0,0,1,1,1,0,0,1,2,6,1,1019.5
11165,0,2,0,1,1,0,2,1,1,4,1,886.75
11166,0,1,0,0,1,1,2,1,1,4,0,1108.5
11167,0,2,0,2,2,0,0,2,3,4,0,1290.25
11168,0,2,1,1,2,1,2,1,1,4,0,199.75
11169,0,2,1,1,1,0,0,1,1,5,0,231.25
11170,0,2,0,2,2,0,0,2,2,4,1,1040.5
11171,0,2,0,1,2,0,0,3,1,3,1,159.0
11172,0,0,0,1,2,0,2,1,1,4,0,1585.75
11173,0,0,0,0,1,1,2,2,2,5,1,1043.5
11174,0,0,0,1,1,0,0,2,1,3,1,276.25
11175,0,0,1,1,2,0,2,1,1,4,1,297.5
11176,0,2,0,1,2,0,1,3,1,6,0,1331.5
11177,0,1,1,0,2,0,2,2,1,4,1,976.5
11178,0,0,1,2,1,0,1,2,1,4,1,996.75
11179,0,1,0,2,1,0,1,3,2,3,1,659.0
11180,0,1,0,0,2,0,2,2,1,5,1,775.5
11181,0,1,1,2,1,0,0,2,1,4,1,996.5
11182,0,0,1,1,1,0,1,2,1,3,1,1267.75
11183,0,2,1,1,2,0,2,3,1,3,1,1297.75
11184,0,2,0,1,1,0,2,1,1,5,1,145.75
11185,0,2,0,2,1,0,0,1,1,3,0,1645.0
11186,0,2,0,1,1,0,2,2,2,1,1,1053.5
11187,0,1,0,2,2,0,1,3,1,4,0,1051.5
11188,0,1,1,1,1,0,2,3,1,2,0,887.0
11189,0,1,1,1,1,0,1,3,1,3,0,1033.0
11190,0,0,0,0,1,0,1,1,1,5,0,1187.25
11191,0,1,1,0,1,1,0,3,2,6,1,700.5
11192,0,1,1,1,2,0,2,1,2,3,0,792.0
11193,0,1,0,1,2,0,1,2,2,5,1,1148.5
11194,0,0,0,1,2,0,0,1,1,4,1,968.0
11195,0,1,1,1,1,0,0,1,1,3,1,1038.25
11196,0,2,0,2,1,0,1,1,1,3,1,1048.0
11197,0,1,0,0,1,1,1,1,2,4,1,1249.0
11198,0,1,1,0,1,1,2,2,1,3,1,704.25
11199,0,1,1,0,1,0,0,1,2,4,0,987.5
11200,0,1,1,0,1,0,0,1,1,2,1,1009.0
11201,0,1,1,0,1,0,1,4,1,2,1,1423.25
11202,0,1,1,1,1,1,2,2,1,3,0,1528.0
11203,0,0,1,2,1,0,0,2,1,3,1,914.0
11204,0,0,1,0,2,0,2,2,2,4,0,1050.75
11205,0,1,1,1,1,0,2,1,3,2,0,1119.25
11206,0,0,1,1,1,0,1,3,2,2,1,1202.0
11207,0,1,1,1,3,0,0,1,1,3,1,1160.5
11208,0,1,1,1,1,1,2,4,2,4,1,952.25
11209,0,1,1,1,1,0,2,4,2,2,1,920.0
11210,0,2,1,2,1,0,1,2,1,5,1,1188.25
11211,0,1,0,0,1,0,2,3,2,4,0,813.5
11212,0,0,0,1,2,0,0,2,1,3,1,1736.75
11213,0,0,1,1,1,1,0,1,2,5,0,1287.75
11214,0,2,1,2,1,0,2,2,1,5,0,805.0
11215,0,1,1,2,1,0,0,1,1,4,0,1215.75
11216,0,2,1,0,1,0,1,3,1,3,1,687.0
11217,0,0,1,1,1,1,2,1,1,2,1,1025.75
11218,0,2,0,1,1,0,1,1,2,3,1,1170.25
11219,0,1,1,2,1,0,1,2,1,5,1,938.25
11220,1,1,1,1,1,1,0,2,2,4,0,898.0
11221,0,2,1,0,2,1,1,1,1,2,1,1079.0
11222,1,2,1,0,1,0,2,2,1,2,1,1344.75
11223,0,0,0,0,1,0,2,1,2,4,1,715.75
11224,0,0,1,2,1,0,1,3,1,4,0,1277.75
11225,0,2,0,0,3,0,1,1,1,3,0,1032.5
11226,0,2,0,1,1,0,0,1,1,4,1,911.5
11227,0,0,1,1,1,1,2,1,1,4,1,1279.5
11228,1,1,1,2,1,0,1,3,1,4,1,1175.25
11229,0,2,0,1,1,0,2,2,1,4,0,920.25
11230,0,2,1,0,2,0,0,2,1,2,0,529.0
11231,0,2,0,0,2,0,1,3,2,4,0,1114.25
11232,0,2,1,0,1,0,2,3,1,4,1,1153.25
11233,0,0,1,1,3,1,2,2,1,2,1,1048.25
11234,0,0,1,2,1,0,1,2,1,4,1,1124.25
11235,0,0,1,2,1,0,1,1,1,5,0,661.25
11236,0,2,1,1,2,0,2,1,2,4,0,1338.25
11237,0,1,1,0,1,0,1,1,1,4,1,1053.25
11238,0,0,0,0,2,0,2,1,1,4,1,1264.75
11239,0,1,1,1,1,0,2,3,1,3,0,1126.5
11240,1,1,1,0,2,0,0,1,1,3,1,1253.5
11241,0,0,0,0,1,0,0,1,1,2,1,773.0
11242,0,2,1,1,1,1,2,1,1,3,1,1101.75
11243,0,2,0,2,1,1,0,1,1,2,0,1048.75
11244,0,2,1,2,1,0,2,3,2,3,1,991.5
11245,0,2,0,2,2,0,0,3,1,4,1,803.75
11246,0,1,1,2,1,1,1,2,1,3,0,1026.25
11247,0,2,1,1,1,1,1,3,1,3,1,207.25
11248,0,1,1,1,2,0,1,1,1,3,1,352.0
11249,0,0,0,0,1,0,2,1,1,2,1,1177.75
11250,0,1,0,2,2,0,0,1,1,2,0,1191.0
11251,0,0,0,2,2,0,1,1,1,1,1,1819.5
11252,0,0,1,0,1,1,1,1,1,4,1,704.0
11253,0,0,1,1,1,1,1,2,1,5,0,639.25
11254,0,2,1,1,1,0,0,2,1,5,0,296.5
11255,0,0,0,1,1,0,1,3,1,4,1,929.5
11256,0,1,1,0,1,1,2,1,1,4,0,806.0
11257,0,2,1,1,1,1,1,4,1,5,0,1559.0
11258,0,2,1,2,1,1,2,3,1,5,1,1125.0
11259,1,0,1,1,1,1,1,2,2,2,0,771.5
11260,0,1,0,0,1,0,2,2,2,5,1,1157.75
11261,0,2,1,1,2,0,2,1,2,5,0,811.5
11262,1,2,0,1,1,0,0,2,2,2,1,1198.25
11263,0,0,0,0,1,0,1,2,1,2,1,1378.75
11264,0,2,0,2,1,0,0,2,1,2,1,917.25
11265,0,0,0,1,1,1,2,1,1,4,1,1272.5
11266,0,2,1,0,1,0,2,3,1,2,1,271.25
11267,0,2,1,2,2,0,1,4,2,3,1,1260.0
11268,0,1,0,0,2,0,2,1,1,2,0,747.5
11269,0,1,0,0,1,0,0,2,2,6,1,1085.0
11270,0,1,1,2,1,1,1,1,1,6,1,747.75
11271,0,2,1,1,1,1,2,3,1,4,1,725.75
11272,0,2,0,2,2,0,1,2,2,3,1,819.0
11273,0,1,0,1,1,0,1,1,1,1,0,116.75
11274,0,0,0,1,1,0,1,2,1,5,0,1029.0
11275,0,1,0,2,2,0,0,2,1,2,1,694.0
11276,0,2,0,0,1,0,2,2,1,4,0,1279.0
11277,0,2,1,1,1,0,2,1,1,5,0,63.5
11278,1,0,0,1,1,0,2,1,1,3,1,1160.25
11279,0,1,0,2,1,0,1,2,1,2,1,1079.25
11280,0,2,0,1,1,0,2,1,1,3,1,865.25
11281,0,0,0,1,1,1,2,2,1,2,0,1126.25
11282,0,0,1,0,1,0,1,3,2,3,1,1074.5
11283,0,2,0,1,2,0,0,1,2,4,1,950.5
11284,0,0,1,2,1,0,0,2,1,3,0,1723.25
11285,0,1,0,1,1,0,0,2,1,3,1,1134.75
11286,0,1,0,1,1,0,2,1,1,1,0,939.75
11287,0,2,0,2,1,0,0,1,1,4,1,974.25
11288,0,0,1,0,1,0,1,1,1,5,0,1204.0
11289,0,1,1,1,2,0,0,3,1,4,0,1073.25
11290,0,0,0,0,1,0,1,2,1,5,0,1222.75
11291,0,0,0,1,1,0,2,3,2,6,0,1407.75
11292,1,0,1,1,1,1,0,2,1,6,0,180.25
11293,0,2,1,1,1,0,2,3,1,6,1,1422.5
11294,0,0,1,1,1,1,2,3,2,3,1,180.0
11295,0,1,1,2,1,0,1,1,1,3,1,1459.75
11296,0,2,1,1,1,0,0,3,1,4,1,1108.75
11297,0,0,0,2,1,0,2,2,1,1,0,1123.5
11298,0,1,1,1,1,1,0,2,1,3,1,1202.0
11299,0,2,0,2,1,0,2,3,1,3,0,1131.25
11300,0,1,0,0,2,0,2,2,1,4,1,317.75
11301,0,0,1,1,2,1,2,1,1,4,1,967.0
11302,0,1,0,1,1,0,2,1,2,2,1,1678.75
11303,0,1,0,1,2,0,0,2,1,3,1,1091.75
11304,0,0,0,2,1,0,0,1,1,4,1,1010.75
11305,0,1,0,0,1,0,0,2,2,4,1,203.75
11306,0,2,0,1,1,0,1,1,1,4,1,1027.5
11307,0,2,0,1,1,0,2,3,1,4,1,285.75
11308,0,2,1,2,1,0,2,1,1,2,0,351.0
11309,0,0,1,1,1,0,0,3,2,4,1,1059.75
11310,0,1,1,1,1,0,1,1,1,3,0,983.25
11311,0,2,0,1,1,0,1,1,1,3,1,231.75
11312,0,1,1,2,1,0,1,3,2,3,1,1083.75
11313,0,2,0,2,1,0,2,2,1,3,1,1114.5
11314,0,0,1,1,2,0,0,1,1,4,0,1214.5
11315,0,2,1,1,2,0,1,3,2,4,1,1228.75
11316,0,1,1,2,1,0,0,2,1,2,0,274.25
11317,0,0,0,1,1,0,2,2,1,4,1,834.25
11318,0,2,0,1,1,0,0,2,1,3,1,1087.25
11319,0,1,1,1,1,0,1,2,1,5,0,914.75
11320,0,2,1,1,2,0,0,2,1,5,1,776.25
11321,0,0,0,1,1,1,0,2,1,4,1,1251.5
11322,0,1,1,1,1,0,0,4,1,3,0,703.0
11323,0,0,0,1,1,0,0,3,1,3,1,1078.25
11324,0,2,0,0,1,0,1,3,1,5,1,373.5
11325,0,2,0,2,2,0,0,3,2,5,1,945.25
11326,1,0,1,0,1,0,0,3,1,5,1,1019.25
11327,0,0,0,1,1,0,0,2,1,2,1,742.0
11328,0,1,1,0,1,0,2,2,1,5,0,1030.0
11329,0,1,0,0,2,0,0,2,1,4,1,625.5
11330,0,0,0,2,2,0,2,1,1,2,1,772.25
11331,0,1,1,2,1,0,0,4,1,3,0,387.25
11332,0,0,0,1,1,1,1,1,2,4,1,132.5
11333,0,1,0,0,1,0,1,3,1,3,1,1084.0
11334,0,2,1,1,1,1,0,2,1,3,1,1058.0
11335,0,0,1,1,2,0,1,2,1,1,0,973.5
11336,1,0,1,1,2,0,0,3,1,4,0,1295.5
11337,0,2,0,1,1,1,2,1,1,3,1,1154.25
11338,0,1,1,0,2,0,0,2,1,6,1,1046.75
11339,0,2,1,0,1,0,1,1,1,1,1,991.5
11340,0,0,1,0,2,1,2,1,1,2,1,397.25
11341,0,1,0,2,1,0,0,3,1,4,0,1360.75
11342,0,2,1,2,1,0,2,2,1,5,1,963.0
11343,0,0,1,1,1,0,2,1,1,4,1,1150.5
11344,0,0,1,2,1,1,2,1,1,3,0,894.25
11345,0,1,0,2,2,0,2,3,2,3,1,1113.0
11346,0,2,1,2,1,0,0,2,1,2,1,1152.5
11347,1,2,1,0,1,0,0,3,1,3,0,1095.75
11348,0,1,1,1,1,1,2,2,1,2,1,942.75
11349,0,0,0,1,1,0,2,1,2,2,1,950.75
11350,0,2,0,1,1,1,1,2,1,4,0,1224.5
11351,0,2,1,2,2,1,1,2,1,5,0,1587.75
11352,0,2,0,0,1,0,2,1,3,2,1,1186.5
11353,0,1,1,1,1,0,1,1,1,3,0,1072.75
11354,0,2,0,1,2,0,2,2,1,4,1,1140.0
11355,0,1,1,2,1,0,0,1,1,4,1,1346.25
11356,0,1,1,1,1,0,1,1,1,5,1,1215.0
11357,0,1,0,2,1,0,1,2,1,4,1,259.5
11358,0,0,0,1,1,0,1,2,1,3,1,975.0
11359,0,1,1,1,1,0,1,1,1,5,1,989.25
11360,1,2,1,1,2,0,1,1,1,1,1,312.75
11361,0,1,0,1,2,0,2,1,1,4,1,920.0
11362,0,0,0,1,1,0,2,3,1,3,1,1258.25
11363,0,1,1,1,1,0,1,1,2,4,0,1049.5
11364,0,1,1,0,1,0,0,4,1,4,1,1133.75
11365,0,0,0,1,2,0,2,1,1,3,1,1075.25
11366,0,0,1,0,1,0,2,3,1,3,1,1130.5
11367,1,1,1,2,1,1,0,1,2,4,1,1029.75
11368,0,1,0,0,1,0,2,2,2,4,1,169.75
11369,0,0,1,0,1,1,0,1,2,5,0,1218.75
11370,0,0,0,2,1,0,2,3,2,6,0,102.75
11371,0,2,1,0,2,0,1,2,1,4,1,1126.75
11372,0,2,0,1,1,0,2,1,1,5,1,296.5
11373,0,0,1,1,1,1,1,1,1,4,1,1184.5
11374,0,0,1,1,1,0,2,2,1,4,0,982.75
11375,0,1,1,1,1,0,2,3,1,5,1,1200.0
11376,0,1,0,2,1,0,1,2,1,5,0,829.0
11377,0,0,0,1,1,0,1,2,1,4,0,1443.0
11378,0,1,1,1,1,0,1,4,2,4,1,1328.5
11379,0,1,0,2,2,0,2,2,2,3,0,1084.0
11380,0,0,0,0,1,0,1,1,1,2,0,1122.25
11381,0,1,0,1,1,0,2,2,1,4,0,998.25
11382,0,0,0,2,1,0,2,2,1,4,1,731.0
11383,0,0,1,2,1,0,2,1,1,3,1,1096.0
11384,0,2,0,2,1,0,1,1,2,3,1,1180.25
11385,0,0,1,1,1,0,2,1,1,3,0,1060.5
11386,0,2,1,2,1,0,0,3,1,4,1,960.5
11387,0,1,0,1,1,0,0,1,2,2,1,1177.0
11388,0,2,0,1,1,0,0,3,2,3,0,1124.25
11389,0,1,0,0,2,0,2,2,1,5,1,827.25
11390,0,1,1,1,1,1,1,3,1,4,0,259.5
11391,0,2,0,2,1,1,0,1,2,3,0,1446.75
11392,0,1,0,0,1,0,2,2,1,2,1,1196.75
11393,1,2,1,2,1,1,1,2,1,3,0,197.75
11394,0,2,1,1,1,0,0,2,1,4,1,1320.25
11395,0,0,1,1,1,0,1,1,1,3,0,1174.25
11396,0,0,0,2,1,0,2,1,1,4,1,1004.75
11397,0,0,1,2,2,0,2,2,1,3,1,1268.25
11398,0,0,1,2,1,0,1,1,2,4,0,955.75
11399,0,2,0,2,2,0,2,3,1,2,1,868.5
11400,0,1,1,2,3,1,0,2,1,2,1,290.5
11401,0,1,0,1,1,0,1,3,1,5,0,1186.25
11402,1,0,0,0,1,1,1,3,1,3,1,966.25
11403,0,0,0,0,1,0,2,2,2,5,1,740.0
11404,0,0,0,1,1,0,1,2,2,4,0,673.25
11405,0,1,1,1,1,0,0,1,2,3,1,393.25
11406,0,1,1,1,1,0,0,2,3,2,0,1054.75
11407,0,1,1,1,1,0,2,1,1,3,1,1372.0
11408,0,1,0,1,1,0,1,1,1,3,0,769.75
11409,0,1,1,2,1,0,2,1,1,3,0,1150.0
11410,0,1,0,1,1,1,1,1,2,4,0,1024.75
11411,0,0,0,1,2,0,2,2,1,3,0,647.75
11412,0,0,0,0,1,1,0,2,1,4,0,1095.5
11413,0,1,0,1,2,0,1,3,2,2,1,792.75
11414,0,1,1,1,2,0,2,2,1,2,1,1183.5
11415,0,1,1,0,1,0,2,1,1,3,0,735.0
11416,0,2,1,2,2,1,0,2,1,4,1,1140.5
11417,0,1,0,2,1,0,1,1,1,2,1,1209.75
11418,0,0,1,1,1,0,1,3,1,4,0,994.75
11419,0,2,0,0,1,0,1,1,1,3,1,241.25
11420,0,1,0,0,1,0,1,1,1,3,1,997.75
11421,0,2,0,1,1,0,0,1,1,4,1,800.25
11422,0,1,1,1,2,0,0,3,1,5,1,1326.5
11423,0,1,0,0,1,0,0,2,2,2,1,281.0
11424,0,1,0,0,1,1,2,1,2,3,1,1185.0
11425,0,0,1,1,1,0,1,2,1,3,0,994.0
11426,0,1,0,1,1,0,1,1,1,5,1,1155.75
11427,0,0,1,1,1,0,2,2,1,5,1,951.5
11428,0,2,1,1,1,0,2,3,1,3,0,199.25
11429,0,2,0,0,3,0,1,2,1,1,1,1075.5
11430,0,2,1,2,1,0,0,1,2,2,1,252.75
11431,0,1,1,2,1,0,2,2,1,5,0,1191.0
11432,0,2,0,1,1,1,1,2,1,4,1,1011.25
11433,0,1,0,1,1,0,2,2,1,3,0,1034.5
11434,0,0,1,1,1,0,2,2,1,4,1,1217.75
11435,0,2,1,1,1,0,2,1,2,3,0,282.0
11436,0,1,0,2,1,0,0,2,1,2,0,997.75
11437,0,2,1,2,1,0,1,1,1,4,1,931.0
11438,0,2,0,0,1,1,1,1,1,3,1,1055.5
11439,0,1,0,0,1,0,2,2,1,5,0,835.5
11440,0,1,1,1,2,0,1,2,1,2,1,275.0
11441,0,2,1,2,2,0,1,1,1,5,0,219.5
11442,0,0,0,2,1,0,2,2,2,4,1,1382.25
11443,0,1,1,0,1,0,0,1,1,3,1,932.75
11444,1,0,0,0,1,0,1,2,1,5,1,1797.0
11445,0,2,0,1,1,0,2,1,1,4,1,1029.75
11446,0,2,1,1,1,0,2,2,2,4,0,262.0
11447,0,2,1,1,1,0,1,1,1,5,1,843.0
11448,0,2,1,2,3,0,0,2,1,4,1,1103.25
11449,1,2,1,0,1,0,0,4,1,3,1,1147.75
11450,0,1,1,1,1,0,1,1,1,3,1,865.0
11451,0,0,0,1,1,0,0,1,1,4,0,985.25
11452,0,1,0,2,2,0,0,1,1,5,1,913.5
11453,0,2,0,2,1,0,1,2,1,2,0,1120.25
11454,1,1,1,0,2,0,0,1,1,3,1,1114.25
11455,0,0,0,1,1,0,0,1,1,3,1,1108.5
11456,0,0,0,0,1,0,2,3,2,3,0,1043.75
11457,0,1,1,0,2,0,1,2,1,6,1,263.75
11458,0,2,1,0,1,0,0,1,1,4,1,1335.75
11459,0,2,1,0,1,0,2,1,1,4,1,1068.5
11460,0,1,0,2,1,0,2,2,1,3,1,978.25
11461,1,0,0,1,1,0,2,2,2,4,0,225.0
11462,0,2,1,0,2,0,2,1,1,5,1,1125.0
11463,0,1,0,0,1,0,2,1,1,3,1,1019.5
11464,0,1,1,2,1,0,0,2,1,4,1,812.5
11465,0,1,1,1,1,0,1,1,1,5,0,961.5
11466,0,2,0,0,1,0,1,3,1,4,0,1069.25
11467,1,2,1,0,2,0,2,1,1,2,0,689.75
11468,1,2,0,0,1,1,0,3,1,4,1,1129.0
11469,0,2,1,1,1,0,2,2,1,5,1,793.5
11470,1,2,1,0,1,0,1,2,1,5,1,1066.75
11471,0,0,0,1,2,1,1,1,1,3,1,1147.0
11472,0,1,1,0,2,0,2,3,1,5,1,188.5
11473,0,1,0,1,2,0,2,1,2,5,1,271.75
11474,0,0,0,1,1,0,1,3,1,4,1,1190.0
11475,0,1,0,0,1,1,0,1,1,2,0,1060.75
11476,1,0,0,1,1,0,1,1,1,4,0,165.0
11477,0,1,0,1,1,0,2,3,1,5,1,986.75
11478,0,0,1,1,1,0,2,2,1,3,1,1026.5
11479,0,1,1,1,2,0,2,2,1,3,0,930.5
11480,0,2,0,1,2,0,1,2,2,5,1,843.25
11481,0,2,0,1,2,0,2,3,1,3,0,987.0
11482,0,2,1,0,1,0,1,1,2,2,0,1071.75
11483,1,2,1,1,1,0,0,2,1,2,1,922.75
11484,0,2,0,2,2,0,2,3,2,4,1,1087.25
11485,0,0,1,1,1,0,2,1,2,5,1,956.5
11486,0,0,0,1,1,0,2,2,2,2,1,751.0
11487,0,0,0,1,1,0,0,1,1,4,1,917.25
11488,1,2,1,0,1,1,0,2,1,3,0,778.25
11489,0,0,1,2,1,0,2,4,1,5,0,1740.5
11490,0,1,0,1,1,0,2,1,1,2,0,1279.25
11491,0,1,0,1,2,0,1,1,1,4,1,683.75
11492,0,0,1,1,1,0,0,2,1,2,1,1173.25
11493,0,2,0,1,2,0,1,2,2,3,1,734.5
11494,0,2,1,2,1,1,0,2,1,3,1,1029.75
11495,0,2,1,1,1,0,2,3,2,3,1,994.75
11496,0,0,0,1,1,0,2,1,1,1,1,1179.5
11497,0,0,1,1,2,0,1,2,1,4,0,1204.75
11498,0,0,0,1,1,0,1,1,1,4,1,1258.25
11499,0,2,0,0,1,1,1,2,2,2,1,1010.75
11500,0,0,1,1,2,0,2,2,1,3,1,221.5
11501,0,2,0,0,2,0,2,3,1,5,1,792.0
11502,0,0,0,1,2,0,0,1,1,5,1,998.25
11503,0,1,1,1,1,0,2,1,1,1,1,1079.0
11504,0,2,0,2,1,0,1,1,1,5,1,975.5
11505,0,0,1,1,2,0,2,2,1,3,0,974.0
11506,0,0,1,0,1,0,1,1,2,3,0,1169.75
11507,0,1,1,2,2,0,1,2,1,4,0,1054.25
11508,0,1,0,0,1,0,1,2,1,4,1,983.25
11509,0,1,1,1,1,0,1,2,1,4,0,1160.25
11510,1,2,0,1,1,0,0,1,1,4,1,1317.0
11511,0,1,0,0,1,0,2,1,2,5,1,1014.0
11512,0,1,1,0,1,0,1,1,1,1,0,237.5
11513,0,1,1,0,1,0,2,2,1,4,0,929.75
11514,0,0,0,0,1,0,1,2,1,4,1,257.25
11515,0,2,1,0,2,0,1,2,1,3,1,355.75
11516,0,0,0,2,1,0,2,2,1,4,0,716.5
11517,0,2,1,2,1,0,2,2,1,2,0,1080.25
11518,0,0,0,1,2,0,0,2,1,3,1,900.25
11519,0,0,1,1,2,0,0,2,2,4,1,926.5
11520,0,2,1,2,1,0,0,3,1,4,1,1788.25
11521,0,1,1,0,1,0,1,3,3,5,0,1548.25
11522,0,1,1,0,1,0,0,1,1,5,0,781.75
11523,0,2,0,0,1,0,2,1,2,4,1,1065.0
11524,0,2,0,1,1,0,0,1,1,4,1,1131.75
11525,0,1,0,1,1,0,2,1,1,3,0,1185.25
11526,0,0,1,0,2,0,2,1,1,5,1,1103.75
11527,0,1,0,0,2,0,1,3,2,4,1,765.25
11528,0,0,0,1,2,1,2,4,2,2,0,1310.75
11529,0,2,1,2,1,0,2,1,1,4,1,147.25
11530,0,0,0,0,1,1,0,1,2,3,1,1389.75
11531,0,1,1,1,1,0,2,1,1,3,1,1081.5
11532,0,0,1,1,1,0,2,3,1,5,1,131.25
11533,0,1,0,1,2,1,1,1,1,4,1,1067.25
11534,0,2,0,0,2,0,0,2,1,4,1,365.0
11535,0,2,0,1,1,1,2,1,1,3,1,1045.25
11536,0,0,1,0,1,0,2,1,1,5,0,1129.25
11537,0,1,1,1,2,1,1,2,1,2,0,1129.5
11538,0,0,0,2,1,1,0,3,1,4,1,1264.75
11539,0,0,1,2,1,0,0,1,1,4,1,1102.0
11540,0,0,1,1,2,0,2,2,1,2,1,1037.25
11541,0,2,0,1,2,0,0,2,1,3,1,687.25
11542,0,1,1,1,1,0,2,3,1,4,1,230.25
11543,0,0,0,1,1,0,0,2,1,4,0,1219.5
11544,0,1,1,2,1,0,2,1,1,4,1,1010.25
11545,0,0,1,2,1,0,1,1,1,3,0,892.25
11546,0,1,1,1,1,0,2,1,1,6,1,1234.25
11547,0,0,0,0,1,0,1,2,2,5,0,950.0
11548,0,0,1,1,2,0,0,2,1,4,1,974.5
11549,0,0,1,1,1,0,2,2,1,5,1,284.25
11550,0,0,1,1,1,0,0,1,1,6,1,989.75
11551,0,2,0,2,1,0,2,1,1,3,1,1210.0
11552,0,2,1,2,1,0,0,1,2,1,1,800.75
11553,0,0,0,1,1,0,2,2,1,4,1,1083.0
11554,1,0,1,0,1,0,2,2,1,4,1,1033.75
11555,0,1,1,1,1,0,1,2,1,3,1,876.0
11556,0,2,0,2,1,0,0,1,1,1,1,890.75
11557,0,0,1,1,2,0,1,1,1,4,1,1610.25
11558,0,2,1,0,1,0,1,2,1,6,0,260.0
11559,0,1,1,1,1,0,0,2,2,4,1,156.25
11560,0,1,1,1,2,0,1,4,1,3,0,326.0
11561,0,0,0,0,1,0,1,1,1,5,1,1275.0
11562,0,1,1,1,2,0,1,3,1,4,1,1367.0
11563,0,0,0,1,2,1,2,2,2,5,1,1339.25
11564,0,1,1,1,2,0,2,1,1,3,1,1167.0
11565,0,0,0,1,1,0,0,1,1,3,1,1353.25
11566,0,2,0,2,1,0,2,1,2,3,0,1040.5
11567,0,2,1,1,1,0,2,1,1,3,1,269.25
11568,0,1,0,1,1,0,1,2,1,4,1,986.5
11569,0,0,1,1,2,0,1,2,2,4,0,1122.5
11570,0,2,0,1,1,0,0,4,1,4,0,143.0
11571,0,0,0,1,2,0,1,2,2,4,0,921.25
11572,0,1,1,1,1,0,0,2,1,3,0,820.25
11573,1,2,0,0,1,0,0,2,1,5,1,1263.25
11574,0,0,1,0,1,0,2,3,1,4,1,155.75
11575,0,1,1,1,2,0,0,2,1,5,1,1118.5
11576,0,2,1,0,1,0,1,2,1,4,1,1077.25
11577,0,0,0,1,1,0,2,3,1,3,1,1422.5
11578,0,2,0,2,1,0,0,2,2,3,0,711.25
11579,0,2,0,1,1,0,1,1,2,4,1,1204.25
11580,0,0,1,1,2,0,2,2,1,3,0,960.25
11581,0,1,0,2,2,0,0,2,1,5,1,1102.0
11582,0,0,0,0,1,0,2,1,1,5,1,261.5
11583,0,0,1,2,1,0,2,3,1,5,0,1205.5
11584,0,0,0,1,1,0,1,2,1,3,1,972.25
11585,0,0,1,2,1,0,1,2,1,3,1,732.25
11586,0,1,1,1,1,0,1,2,1,6,1,1071.5
11587,0,2,0,2,1,0,2,1,1,2,1,1083.0
11588,0,0,1,2,2,0,1,3,1,2,1,218.25
11589,0,1,1,1,1,0,2,2,1,2,1,1320.5
11590,0,2,1,1,1,1,2,3,1,4,0,704.25
11591,0,2,0,2,1,0,1,2,1,3,1,1448.25
11592,0,2,0,0,1,0,1,1,1,4,0,877.25
11593,0,1,1,1,1,1,0,1,1,3,1,736.75
11594,0,1,1,2,1,0,1,1,1,4,0,1084.75
11595,0,0,0,1,1,0,2,1,1,3,1,967.5
11596,0,0,0,0,1,0,2,1,1,4,0,1272.5
11597,1,1,1,2,1,0,1,2,1,4,0,275.25
11598,0,0,1,1,2,1,1,2,1,3,1,1050.0
11599,0,2,1,1,1,0,2,2,1,4,1,1004.0
11600,0,1,1,0,1,0,0,2,1,4,0,1024.25
11601,0,2,1,0,1,0,2,2,1,5,1,1144.5
11602,0,0,1,1,1,0,0,2,1,4,0,1319.25
11603,0,1,0,2,1,0,2,3,1,2,1,1126.75
11604,0,0,1,1,2,1,0,2,1,4,0,1097.75
11605,0,1,1,1,1,0,2,3,2,3,1,888.25
11606,0,1,0,1,1,0,1,2,1,1,0,1494.0
11607,0,0,0,0,1,0,2,1,1,4,1,643.25
11608,0,1,0,1,1,0,2,2,1,3,0,760.75
11609,0,0,0,1,1,0,2,1,1,2,1,877.25
11610,0,1,0,1,1,0,1,1,1,3,1,846.25
11611,0,0,0,1,1,0,1,2,2,2,1,280.0
11612,0,0,0,2,1,0,1,1,1,5,1,919.5
11613,0,2,0,1,1,0,0,2,1,3,0,1036.0
11614,0,1,1,1,2,0,2,1,1,4,1,1029.25
11615,0,1,0,1,1,0,0,2,2,5,1,1219.0
11616,0,0,1,2,1,0,0,1,1,5,1,1771.5
11617,0,1,0,2,1,0,1,1,1,3,0,1400.75
11618,0,0,1,0,1,0,2,2,1,5,1,1147.5
11619,0,1,1,1,1,0,2,1,1,3,1,939.75
11620,0,0,0,1,1,0,2,3,1,2,1,1060.0
11621,0,2,0,1,1,0,1,3,1,4,1,988.25
11622,0,2,1,2,1,0,0,1,1,3,1,668.0
11623,1,1,1,1,2,0,0,2,1,4,0,742.0
